"","Return","rsi","sma","lma","adx"
"2195","Down",51.8,71,70.4,13.2
"2196","Up",50.1,71.3,70.1,12.6
"2197","Down",57.1,71.6,69.9,11.8
"2198","Up",39.8,71.6,69.7,11.5
"2199","Up",39.3,71.4,69.4,11.3
"2200","Up",40.4,71.2,69.2,11
"2201","Down",51.2,71.1,68.9,10.4
"2202","Down",40.3,71.1,68.7,9.8
"2203","Down",36.3,71,68.5,9.4
"2204","Up",25.3,70.8,68.4,10.2
"2205","Down",23.5,70.6,68.3,11.4
"2206","Up",19.9,70.2,68.3,12.6
"2207","Up",45.8,70.1,68.3,12.1
"2208","Up",55.3,70.2,68.5,12
"2209","Up",58.7,70.2,68.7,12
"2210","Up",64.6,70.3,68.9,12.4
"2211","Up",66.9,70.3,69.1,12.8
"2212","Up",73.6,70.3,69.3,13.9
"2213","Down",80.9,70.6,69.5,15.4
"2214","Up",76.4,70.8,69.8,17
"2215","Up",78.8,71,70.1,18.7
"2216","Up",82.3,71.3,70.3,20.2
"2217","Up",86.5,71.5,70.5,21
"2218","Up",89.3,71.9,70.8,21.8
"2219","Up",90.5,72.4,71,22.6
"2220","Up",85.6,72.8,71.2,23.6
"2221","Down",88.2,73.2,71.4,24.6
"2222","Up",64.5,73.6,71.7,25
"2223","Up",62.7,74.1,71.9,25.2
"2224","Down",75.8,74.8,72.2,26.4
"2225","Up",68.8,75.6,72.5,27.9
"2226","Down",72.2,76.4,72.9,29
"2227","Up",63.5,77,73.1,30.1
"2228","Down",65.9,77.5,73.3,31.2
"2229","Up",60.4,78,73.5,32.1
"2230","Down",68.2,78.5,73.7,33.5
"2231","Up",63.5,78.9,73.8,34.9
"2232","Up",72.3,79.4,74.1,36.6
"2233","Down",73.8,79.8,74.4,38.2
"2234","Down",60.6,80.2,74.7,39.3
"2235","Down",45.1,80.3,74.9,37.9
"2236","Down",37.4,80.4,75,35.7
"2237","Up",32.4,80.4,75.1,33.2
"2238","Down",32.3,80.4,75.3,30.9
"2239","Down",26.3,80.4,75.4,29.6
"2240","Up",23.2,80.3,75.5,28.4
"2241","Up",32.3,80.1,75.6,27.4
"2242","Up",31,80.1,75.7,26.5
"2243","Down",32.4,80.1,75.8,24.7
"2244","Down",19,79.7,75.8,23.9
"2245","Up",16.5,79.3,75.9,24.2
"2246","Up",17.8,78.9,75.9,23
"2247","Up",35.5,78.7,76,22
"2248","Down",41.3,78.4,76.1,20.5
"2249","Up",26.1,77.9,76.1,20.8
"2250","Up",25.4,77.3,76.1,21.2
"2251","Up",29.3,76.8,76.1,21.2
"2252","Down",36.1,76.2,76.2,21.8
"2253","Down",28.8,75.5,76.2,22.1
"2254","Up",25.5,74.8,76.3,22.6
"2255","Up",32.1,74.3,76.3,22.8
"2256","Up",40.6,73.9,76.5,23
"2257","Up",53.3,73.7,76.6,21.8
"2258","Up",55.8,73.4,76.6,20.6
"2259","Down",58.7,73.3,76.6,19.5
"2260","Up",48.3,73,76.6,19
"2261","Up",46.6,72.7,76.6,18.1
"2262","Up",53.8,72.5,76.6,17.2
"2263","Up",74.7,72.5,76.6,17.3
"2264","Up",85.4,72.9,76.7,18.9
"2265","Up",84.8,73.4,76.8,20.5
"2266","Down",88.9,74,77,22.4
"2267","Up",80.6,74.4,77.1,24.2
"2268","Down",83.3,74.9,77.3,25.9
"2269","Down",80.5,75.6,77.4,27.7
"2270","Up",77,76.3,77.5,28.6
"2271","Up",74.1,77,77.6,29.4
"2272","Up",77.3,77.7,77.8,30.5
"2273","Up",78.6,78.5,78,31.5
"2274","Up",85.1,79.6,78.2,33.4
"2275","Down",88.2,80.7,78.4,35.4
"2276","Down",75.6,81.8,78.6,37.5
"2277","Up",67.4,82.6,78.8,38.7
"2278","Up",71.6,83.6,79,40
"2279","Up",73.6,84.6,79.3,41.6
"2280","Up",77.6,85.8,79.5,43.1
"2281","Up",81.8,87.1,79.9,45
"2282","Down",83.2,88.4,80.1,46.7
"2283","Down",62.3,89.2,80.3,47.1
"2284","Down",58.1,89.8,80.5,47
"2285","Up",54.3,90.3,80.8,46.6
"2286","Up",52.1,90.7,81.1,46.2
"2287","Down",55.8,91.2,81.4,45.4
"2288","Down",48.3,91.6,81.7,44.8
"2289","Up",43.3,92,82.1,43.7
"2290","Up",47,92.4,82.4,42.7
"2291","Down",49.3,92.9,82.7,42
"2292","Down",40.1,93.2,83,41
"2293","Down",26,93.4,83.3,38.7
"2294","Up",16.1,93.2,83.5,36.7
"2295","Up",19.2,92.9,83.8,34.8
"2296","Down",28.3,92.7,84.1,33.1
